SectorANZSIC,Sector,SectorGroup,Fuel,FuelGroup,Technology,TechnologyGroup,EndUse,EndUseGroup,Transport,Period,PeriodEndDate,TJ
"O751, O752, O754, O755, O77",Public Administration and Safety,Commercial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2020,31/12/2020,325.155277
"O751, O752, O754, O755, O77",Public Administration and Safety,Commercial,Electricity,Electricity,Heat Pump (for Heating),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2020,31/12/2020,195.122739
"O751, O752, O754, O755, O77",Public Administration and Safety,Commercial,Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2020,31/12/2020,54.098079
O753,Local Government Administration,Commercial,Electricity,Electricity,Heat Pump (for Heating),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2020,31/12/2020,215.908115
O753,Local Government Administration,Commercial,Electricity,Electricity,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2020,31/12/2020,17.496108
O753,Local Government Administration,Commercial,Electricity,Electricity,Heat Pump (for Cooling),Heat/Cooling Devices,Space Cooling,Heating/Cooling,Non-Transport,2020,31/12/2020,51.951277
O753,Local Government Administration,Commercial,Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2020,31/12/2020,75.831865
O753,Local Government Administration,Commercial,Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2020,31/12/2020,57.089316
O753,Local Government Administration,Commercial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2020,31/12/2020,851.171424
O753,Local Government Administration,Commercial,Electricity,Electricity,Heat Pump (for Heating),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2020,31/12/2020,88.406651
O753,Local Government Administration,Commercial,Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2020,31/12/2020,8.7933
O76,Defence,Commercial,Electricity,Electricity,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2020,31/12/2020,91.847311
O76,Defence,Commercial,Electricity,Electricity,Heat Pump (for Cooling),Heat/Cooling Devices,Space Cooling,Heating/Cooling,Non-Transport,2020,31/12/2020,50.092932
O76,Defence,Commercial,Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2020,31/12/2020,14.654082
O76,Defence,Commercial,Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2020,31/12/2020,14.654082
O76,Defence,Commercial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2020,31/12/2020,73.932773
O76,Defence,Commercial,Electricity,Electricity,Heat Pump (for Heating),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2020,31/12/2020,85.614182
O76,Defence,Commercial,Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2020,31/12/2020,194.462611
P80,"Education and Training: Pre-School, Primary and Secondary",Commercial,Petrol,Fossil Fuels,Internal Combustion Engine (Land Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2020,31/12/2020,2.85792
P80,"Education and Training: Pre-School, Primary and Secondary",Commercial,Petrol,Fossil Fuels,Stationary Engine,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2020,31/12/2020,2.85792
P81-P82,Education and Training: Tertiary Education and Other Education,Commercial,Petrol,Fossil Fuels,Internal Combustion Engine (Land Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2020,31/12/2020,2.85792
P81-P82,Education and Training: Tertiary Education and Other Education,Commercial,Petrol,Fossil Fuels,Stationary Engine,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2020,31/12/2020,2.85792
C14,Wood Product Manufacturing,Industrial,Diesel,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2020,31/12/2020,48.380118
C17-C19,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Industrial,Fuel Oil,Fossil Fuels,Furnace/Kiln,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2020,31/12/2020,0.019655
C113,Dairy Product Manufacturing,Industrial,Geothermal,Renewables,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2020,31/12/2020,94.765626
A,Unknown,"Agriculture, Forestry and Fishing",Geothermal,Renewables,Unknown,Unknown,Unknown,Unknown,Non-Transport,2020,31/12/2020,445
A,Unknown,"Agriculture, Forestry and Fishing",Natural Gas,Fossil Fuels,Unknown,Unknown,Unknown,Unknown,Non-Transport,2020,31/12/2020,64.99027
A,Unknown,"Agriculture, Forestry and Fishing",Diesel,Fossil Fuels,Unknown,Unknown,Unknown,Unknown,Non-Transport,2020,31/12/2020,140.073798
B-E,Unknown,Industrial,Diesel,Fossil Fuels,Unknown,Unknown,Unknown,Unknown,Non-Transport,2020,31/12/2020,344.976997
B-E,Unknown,Industrial,Electricity,Electricity,Unknown,Unknown,Unknown,Unknown,Non-Transport,2020,31/12/2020,276.076045
B-E,Unknown,Industrial,Coal,Fossil Fuels,Unknown,Unknown,Unknown,Unknown,Non-Transport,2020,31/12/2020,18.637392
B-E,Unknown,Industrial,Natural Gas,Fossil Fuels,Unknown,Unknown,Unknown,Unknown,Non-Transport,2020,31/12/2020,288.82034
"F-H, I52-I53, J-S",Unknown,Commercial,Biogas,Renewables,Unknown,Unknown,Unknown,Unknown,Non-Transport,2020,31/12/2020,260
"F-H, I52-I53, J-S",Unknown,Commercial,Geothermal,Renewables,Unknown,Unknown,Unknown,Unknown,Non-Transport,2020,31/12/2020,2377.78
I52-I53,Unknown,Commercial,Natural Gas,Fossil Fuels,Unknown,Unknown,Unknown,Unknown,Non-Transport,2020,31/12/2020,240.421821
"F-H, I52-I53, J-S",Unknown,Commercial,Diesel,Fossil Fuels,Unknown,Unknown,Unknown,Unknown,Non-Transport,2020,31/12/2020,2767.320203
"F-H, I52-I53, J-S",Unknown,Commercial,Petrol,Fossil Fuels,Unknown,Unknown,Unknown,Unknown,Non-Transport,2020,31/12/2020,1105.881843
Z001,Unknown,Residential,Geothermal,Renewables,Unknown,Unknown,Unknown,Unknown,Non-Transport,2020,31/12/2020,209
Z001,Unknown,Residential,Solar,Renewables,Unknown,Unknown,Unknown,Unknown,Non-Transport,2020,31/12/2020,364
Z003,Industrial - Unallocated,Industrial,Diesel,Fossil Fuels,Unknown,Unknown,Unknown,Unknown,Non-Transport,2020,31/12/2020,4537.823902
Z003,Industrial - Unallocated,Industrial,Electricity,Electricity,Unknown,Unknown,Unknown,Unknown,Non-Transport,2020,31/12/2020,
Z003,Industrial - Unallocated,Industrial,Biogas,Renewables,Unknown,Unknown,Unknown,Unknown,Non-Transport,2020,31/12/2020,50.2616
Z003,Industrial - Unallocated,Industrial,Coal,Fossil Fuels,Unknown,Unknown,Unknown,Unknown,Non-Transport,2020,31/12/2020,396.440374
Z003,Industrial - Unallocated,Industrial,Fuel Oil,Fossil Fuels,Unknown,Unknown,Unknown,Unknown,Non-Transport,2020,31/12/2020,
Z003,Industrial - Unallocated,Industrial,LPG,Fossil Fuels,Unknown,Unknown,Unknown,Unknown,Non-Transport,2020,31/12/2020,3577.717317
Z003,Industrial - Unallocated,Industrial,Petrol,Fossil Fuels,Unknown,Unknown,Unknown,Unknown,Non-Transport,2020,31/12/2020,86.525735
Z003,Industrial - Unallocated,Industrial,Geothermal,Renewables,Unknown,Unknown,Unknown,Unknown,Non-Transport,2020,31/12/2020,
C13,"Textile, Leather, Clothing and Footwear Manufacturing",Industrial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2019,31/12/2019,186.037044
C13,"Textile, Leather, Clothing and Footwear Manufacturing",Industrial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Process Requirements",Heating/Cooling,Non-Transport,2019,31/12/2019,22.683498
Q,Health Care and Social Assistance,Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,88.153595
Q,Health Care and Social Assistance,Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2019,31/12/2019,38.391167
Q,Health Care and Social Assistance,Commercial,Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,89.183605
"A0111, A0114, A0122",Indoor Cropping,"Agriculture, Forestry and Fishing",Coal,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,1894.526957
Z001,Residential,Residential,Coal,Fossil Fuels,"Coal Heaters, Residential Only",Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,233.977727
"A0111, A0114, A0122",Indoor Cropping,"Agriculture, Forestry and Fishing",Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,1241.10201
B,Mining,Industrial,Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2019,31/12/2019,161.192019
C16,Printing,Industrial,Natural Gas,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,70.503718
E,Construction,Industrial,Natural Gas,Fossil Fuels,Internal Combustion Engine (Land Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2019,31/12/2019,487.490102
P80,"Education and Training: Pre-School, Primary and Secondary",Commercial,Natural Gas,Fossil Fuels,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,12.850134
P80,"Education and Training: Pre-School, Primary and Secondary",Commercial,Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,214.605901
P80,"Education and Training: Pre-School, Primary and Secondary",Commercial,Natural Gas,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,170.234937
P81-P82,Education and Training: Tertiary Education and Other Education,Commercial,Natural Gas,Fossil Fuels,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,38.356729
P81-P82,Education and Training: Tertiary Education and Other Education,Commercial,Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,187.231397
P81-P82,Education and Training: Tertiary Education and Other Education,Commercial,Natural Gas,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,50.573274
P80,"Education and Training: Pre-School, Primary and Secondary",Commercial,Diesel,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,17.687088
P81-P82,Education and Training: Tertiary Education and Other Education,Commercial,Diesel,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,17.687088
A03,Forestry and Logging,"Agriculture, Forestry and Fishing",Diesel,Fossil Fuels,Stationary Engine,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2019,31/12/2019,217.917847
B,Mining,Industrial,Diesel,Fossil Fuels,Internal Combustion Engine (Land Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2019,31/12/2019,4721.291242
"R, S","Arts, Recreational and Other Services",Commercial,Diesel,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,26.988647
"K, L, M, N72","Financing, Insurance, Real Estate and Business Services",Commercial,Diesel,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,2243.018292
C111-C112,Meat and Meat Product Manufacturing and Seafood,Industrial,Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,46.391726
C111-C112,Meat and Meat Product Manufacturing and Seafood,Industrial,Electricity,Electricity,Refrigeration Systems,Heat/Cooling Devices,Refrigeration,Heating/Cooling,Non-Transport,2019,31/12/2019,1675.443008
C111-C112,Meat and Meat Product Manufacturing and Seafood,Industrial,Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2019,31/12/2019,1052.098775
C111-C112,Meat and Meat Product Manufacturing and Seafood,Industrial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2019,31/12/2019,167.483691
C17-C19,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Industrial,Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2019,31/12/2019,2545.972082
C17-C19,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Industrial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2019,31/12/2019,42.969331
C17-C19,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Industrial,Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2019,31/12/2019,4.022368
C17-C19,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Industrial,Electricity,Electricity,Heat Pump (for Heating),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,2.900831
C17-C19,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Industrial,Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2019,31/12/2019,285.976088
C25,Furniture and Other Manufacturing,Industrial,Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2019,31/12/2019,639.227352
C25,Furniture and Other Manufacturing,Industrial,Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2019,31/12/2019,15.340543
C25,Furniture and Other Manufacturing,Industrial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2019,31/12/2019,62.787876
C25,Furniture and Other Manufacturing,Industrial,Electricity,Electricity,Furnace/Kiln,Heat/Cooling Devices,"High Temperature Heat (>300 C), Process Requirements",Heating/Cooling,Non-Transport,2019,31/12/2019,40.889107
H,Accommodation and Food Services,Commercial,Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,1232.164865
H,Accommodation and Food Services,Commercial,Electricity,Electricity,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2019,31/12/2019,1062.704159
H,Accommodation and Food Services,Commercial,Electricity,Electricity,Refrigeration Systems,Heat/Cooling Devices,Refrigeration,Heating/Cooling,Non-Transport,2019,31/12/2019,1648.989853
H,Accommodation and Food Services,Commercial,Electricity,Electricity,Heat Pump (for Cooling),Heat/Cooling Devices,Space Cooling,Heating/Cooling,Non-Transport,2019,31/12/2019,231.492929
H,Accommodation and Food Services,Commercial,Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2019,31/12/2019,55.779401
